2016-06-22 16:11:31,279 [Dummy-1:11080] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:23:29,663 [Thread-2:4932] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-06-23 13:23:29,684 [Thread-2:4932] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_advert`.`id`, `blog_advert`.`title`, `blog_advert`.`description`, `blog_advert`.`image_url`, `blog_advert`.`callback_url`, `blog_advert`.`date_publish`, `blog_advert`.`index` FROM `blog_advert` ORDER BY `blog_advert`.`index` ASC, `blog_advert`.`id` ASC LIMIT 4; args=()
2016-06-23 13:23:29,694 [Thread-2:4932] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC LIMIT 2; args=()
2016-06-23 13:23:29,700 [Thread-2:4932] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_tag`.`id`, `blog_tag`.`name`, `blog_tag`.`callback_url` FROM `blog_tag` INNER JOIN `blog_articletag` ON ( `blog_tag`.`id` = `blog_articletag`.`tag_id` ) WHERE `blog_articletag`.`article_id` = 3; args=(3,)
2016-06-23 13:23:29,704 [Thread-2:4932] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 3; args=('*', 3)
2016-06-23 13:23:29,709 [Thread-2:4932] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name`, `blog_tag`.`callback_url` FROM `blog_tag` INNER JOIN `blog_articletag` ON ( `blog_tag`.`id` = `blog_articletag`.`tag_id` ) WHERE `blog_articletag`.`article_id` = 2; args=(2,)
2016-06-23 13:23:29,713 [Thread-2:4932] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 2; args=('*', 2)
2016-06-23 13:23:29,723 [Thread-2:4932] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` ORDER BY `blog_article`.`click_count` DESC; args=()
2016-06-23 13:23:29,727 [Thread-2:4932] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` ORDER BY `blog_article`.`score` DESC; args=()
2016-06-23 13:23:29,730 [Thread-2:4932] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name`, `blog_tag`.`callback_url` FROM `blog_tag`; args=()
2016-06-23 13:23:29,736 [Thread-2:4932] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_links`.`id`, `blog_links`.`title`, `blog_links`.`description`, `blog_links`.`callback_url`, `blog_links`.`date_publish`, `blog_links`.`index` FROM `blog_links` ORDER BY `blog_links`.`index` ASC, `blog_links`.`id` ASC; args=()
2016-06-23 13:24:09,022 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:24:09,023 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT COUNT('*') AS `__count` FROM `blog_article`; args=('*',)
2016-06-23 13:24:09,026 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-06-23 13:24:09,029 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-06-23 13:24:09,033 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_comment`.`article_id`, COUNT(`blog_comment`.`article_id`) AS `comment_count` FROM `blog_comment` GROUP BY `blog_comment`.`article_id` ORDER BY `comment_count` DESC; args=()
2016-06-23 13:24:09,036 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 3; args=(3,)
2016-06-23 13:24:09,042 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 1; args=(1,)
2016-06-23 13:24:09,045 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 2; args=(2,)
2016-06-23 13:24:09,055 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-06-23 13:24:09,062 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_advert`.`id`, `blog_advert`.`title`, `blog_advert`.`description`, `blog_advert`.`image_url`, `blog_advert`.`callback_url`, `blog_advert`.`date_publish`, `blog_advert`.`index` FROM `blog_advert` ORDER BY `blog_advert`.`index` ASC, `blog_advert`.`id` ASC LIMIT 4; args=()
2016-06-23 13:24:09,071 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC LIMIT 2; args=()
2016-06-23 13:24:09,076 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.004) SELECT `blog_tag`.`id`, `blog_tag`.`name`, `blog_tag`.`callback_url` FROM `blog_tag` INNER JOIN `blog_articletag` ON ( `blog_tag`.`id` = `blog_articletag`.`tag_id` ) WHERE `blog_articletag`.`article_id` = 3; args=(3,)
2016-06-23 13:24:09,081 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 3; args=('*', 3)
2016-06-23 13:24:09,085 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name`, `blog_tag`.`callback_url` FROM `blog_tag` INNER JOIN `blog_articletag` ON ( `blog_tag`.`id` = `blog_articletag`.`tag_id` ) WHERE `blog_articletag`.`article_id` = 2; args=(2,)
2016-06-23 13:24:09,088 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 2; args=('*', 2)
2016-06-23 13:24:09,096 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` ORDER BY `blog_article`.`click_count` DESC; args=()
2016-06-23 13:24:09,099 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` ORDER BY `blog_article`.`score` DESC; args=()
2016-06-23 13:24:09,102 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_tag`.`id`, `blog_tag`.`name`, `blog_tag`.`callback_url` FROM `blog_tag`; args=()
2016-06-23 13:24:09,108 [Thread-3:7604] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `blog_links`.`id`, `blog_links`.`title`, `blog_links`.`description`, `blog_links`.`callback_url`, `blog_links`.`date_publish`, `blog_links`.`index` FROM `blog_links` ORDER BY `blog_links`.`index` ASC, `blog_links`.`id` ASC; args=()
2016-06-23 13:24:35,852 [Dummy-1:16548] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:24:35,960 [Dummy-1:16548] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:24:35,964 [Dummy-1:16548] [django.db.backends:89] [utils:execute] [DEBUG]- (0.004) SHOW FULL TABLES; args=None
2016-06-23 13:24:35,970 [Dummy-1:16548] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2016-06-23 13:24:50,030 [Thread-2:10112] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=()
2016-06-23 13:24:50,043 [Thread-2:10112] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_article`; args=('*',)
2016-06-23 13:24:50,052 [Thread-2:10112] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-06-23 13:24:50,068 [Thread-2:10112] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-06-23 13:24:50,078 [Thread-2:10112] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_comment`.`article_id`, COUNT(`blog_comment`.`article_id`) AS `comment_count` FROM `blog_comment` GROUP BY `blog_comment`.`article_id` ORDER BY `comment_count` DESC; args=()
2016-06-23 13:24:50,088 [Thread-2:10112] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 3; args=(3,)
2016-06-23 13:24:50,098 [Thread-2:10112] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 2; args=(2,)
2016-06-23 13:24:50,108 [Thread-2:10112] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 1; args=(1,)
2016-06-23 13:24:50,128 [Thread-2:10112] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-06-23 13:24:50,168 [Thread-2:10112] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_advert`.`id`, `blog_advert`.`title`, `blog_advert`.`description`, `blog_advert`.`image_url`, `blog_advert`.`callback_url`, `blog_advert`.`date_publish`, `blog_advert`.`index` FROM `blog_advert` ORDER BY `blog_advert`.`index` ASC, `blog_advert`.`id` ASC LIMIT 4; args=()
2016-06-23 13:29:02,717 [Thread-3:16612] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=()
2016-06-23 13:29:02,730 [Thread-3:16612] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_article`; args=('*',)
2016-06-23 13:29:02,740 [Thread-3:16612] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-06-23 13:29:02,753 [Thread-3:16612] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-06-23 13:29:02,763 [Thread-3:16612] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_comment`.`article_id`, COUNT(`blog_comment`.`article_id`) AS `comment_count` FROM `blog_comment` GROUP BY `blog_comment`.`article_id` ORDER BY `comment_count` DESC; args=()
2016-06-23 13:29:02,778 [Thread-3:16612] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 3; args=(3,)
2016-06-23 13:29:02,789 [Thread-3:16612] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 2; args=(2,)
2016-06-23 13:29:02,802 [Thread-3:16612] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 1; args=(1,)
2016-06-23 13:29:02,834 [Thread-3:16612] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-06-23 13:29:02,858 [Thread-3:16612] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_advert`.`id`, `blog_advert`.`title`, `blog_advert`.`description`, `blog_advert`.`image_url`, `blog_advert`.`callback_url`, `blog_advert`.`date_publish`, `blog_advert`.`index` FROM `blog_advert` ORDER BY `blog_advert`.`index` ASC, `blog_advert`.`id` ASC LIMIT 4; args=()
2016-06-23 13:31:00,677 [Dummy-1:3440] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:31:00,756 [Dummy-1:3440] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:31:00,759 [Dummy-1:3440] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SHOW FULL TABLES; args=None
2016-06-23 13:31:00,766 [Dummy-1:3440] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2016-06-23 13:31:04,336 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:31:04,339 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT COUNT('*') AS `__count` FROM `blog_article`; args=('*',)
2016-06-23 13:31:04,342 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-06-23 13:31:04,357 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-06-23 13:31:04,361 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `blog_comment`.`article_id`, COUNT(`blog_comment`.`article_id`) AS `comment_count` FROM `blog_comment` GROUP BY `blog_comment`.`article_id` ORDER BY `comment_count` DESC; args=()
2016-06-23 13:31:04,365 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 3; args=(3,)
2016-06-23 13:31:04,368 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 1; args=(1,)
2016-06-23 13:31:04,371 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 2; args=(2,)
2016-06-23 13:31:04,380 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-06-23 13:31:04,398 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.004) SELECT `blog_advert`.`id`, `blog_advert`.`title`, `blog_advert`.`description`, `blog_advert`.`image_url`, `blog_advert`.`callback_url`, `blog_advert`.`date_publish`, `blog_advert`.`index` FROM `blog_advert` ORDER BY `blog_advert`.`index` ASC, `blog_advert`.`id` ASC LIMIT 4; args=()
2016-06-23 13:31:04,405 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC LIMIT 2; args=()
2016-06-23 13:31:04,411 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.004) SELECT `blog_tag`.`id`, `blog_tag`.`name`, `blog_tag`.`callback_url` FROM `blog_tag` INNER JOIN `blog_articletag` ON ( `blog_tag`.`id` = `blog_articletag`.`tag_id` ) WHERE `blog_articletag`.`article_id` = 3; args=(3,)
2016-06-23 13:31:04,415 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 3; args=('*', 3)
2016-06-23 13:31:04,420 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name`, `blog_tag`.`callback_url` FROM `blog_tag` INNER JOIN `blog_articletag` ON ( `blog_tag`.`id` = `blog_articletag`.`tag_id` ) WHERE `blog_articletag`.`article_id` = 2; args=(2,)
2016-06-23 13:31:04,471 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_comment` WHERE `blog_comment`.`article_id` = 2; args=('*', 2)
2016-06-23 13:31:04,477 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` ORDER BY `blog_article`.`click_count` DESC; args=()
2016-06-23 13:31:04,482 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.002) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` ORDER BY `blog_article`.`score` DESC; args=()
2016-06-23 13:31:04,483 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_tag`.`id`, `blog_tag`.`name`, `blog_tag`.`callback_url` FROM `blog_tag`; args=()
2016-06-23 13:31:04,489 [Thread-5:15900] [django.db.backends:89] [utils:execute] [DEBUG]- (0.003) SELECT `blog_links`.`id`, `blog_links`.`title`, `blog_links`.`description`, `blog_links`.`callback_url`, `blog_links`.`date_publish`, `blog_links`.`index` FROM `blog_links` ORDER BY `blog_links`.`index` ASC, `blog_links`.`id` ASC; args=()
2016-06-23 13:33:38,005 [Dummy-1:12808] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:33:38,099 [Dummy-1:12808] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:33:38,105 [Dummy-1:12808] [django.db.backends:89] [utils:execute] [DEBUG]- (0.005) SHOW FULL TABLES; args=None
2016-06-23 13:33:38,158 [Dummy-1:12808] [django.db.backends:89] [utils:execute] [DEBUG]- (0.048) SELECT `django_migrations`.`app`, `django_migrations`.`name` FROM `django_migrations`; args=()
2016-06-23 13:33:40,545 [Thread-2:5188] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SET SQL_AUTO_IS_NULL = 0; args=None
2016-06-23 13:33:40,546 [Thread-2:5188] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT COUNT('*') AS `__count` FROM `blog_article`; args=('*',)
2016-06-23 13:33:40,548 [Thread-2:5188] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-06-23 13:33:40,559 [Thread-2:5188] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`date_publish` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC; args=()
2016-06-23 13:33:40,563 [Thread-2:5188] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_comment`.`article_id`, COUNT(`blog_comment`.`article_id`) AS `comment_count` FROM `blog_comment` GROUP BY `blog_comment`.`article_id` ORDER BY `comment_count` DESC; args=()
2016-06-23 13:33:40,565 [Thread-2:5188] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 3; args=(3,)
2016-06-23 13:33:40,569 [Thread-2:5188] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 1; args=(1,)
2016-06-23 13:33:40,572 [Thread-2:5188] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` WHERE `blog_article`.`id` = 2; args=(2,)
2016-06-23 13:33:40,582 [Thread-2:5188] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_category`.`id`, `blog_category`.`name`, `blog_category`.`index` FROM `blog_category` ORDER BY `blog_category`.`index` ASC, `blog_category`.`id` ASC LIMIT 6; args=()
2016-06-23 13:33:40,601 [Thread-2:5188] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_advert`.`id`, `blog_advert`.`title`, `blog_advert`.`description`, `blog_advert`.`image_url`, `blog_advert`.`callback_url`, `blog_advert`.`date_publish`, `blog_advert`.`index` FROM `blog_advert` ORDER BY `blog_advert`.`index` ASC, `blog_advert`.`id` ASC LIMIT 4; args=()
2016-06-23 13:33:40,608 [Thread-2:5188] [django.db.backends:89] [utils:execute] [DEBUG]- (0.001) SELECT `blog_article`.`id`, `blog_article`.`title`, `blog_article`.`desc`, `blog_article`.`content`, `blog_article`.`click_count`, `blog_article`.`is_recommend`, `blog_article`.`date_publish`, `blog_article`.`user_id`, `blog_article`.`category_id`, `blog_article`.`score` FROM `blog_article` ORDER BY `blog_article`.`date_publish` DESC LIMIT 2; args=()
